idinmueble,cct1,cct2,cct3,cct4,inmueble,principal,alcaldia,coord_x,coord_y,matricula_siieweb,matricula_911,matricula_base_2024_2025,fuente_matricula_base,nivel_proyeccion,participacion_grupo,tasa_ajustada_pct,estado_proyeccion,CVEGEO_AGEB,CVE_MUN,CVE_AGEB,mat_2024_2025,mat_2035_2036,crecimiento_2024_2025_a_2025_2026_pct,crecimiento_2025_2026_a_2026_2027_pct,crecimiento_2026_2027_a_2027_2028_pct,crecimiento_2027_2028_a_2028_2029_pct,crecimiento_2028_2029_a_2029_2030_pct,crecimiento_2029_2030_a_2030_2031_pct,crecimiento_2030_2031_a_2031_2032_pct,crecimiento_2031_2032_a_2032_2033_pct,crecimiento_2032_2033_a_2033_2034_pct,crecimiento_2033_2034_a_2034_2035_pct,crecimiento_2034_2035_a_2035_2036_pct,cambio_absoluto_2024_2025_a_2035_2036,crecimiento_acumulado_2024_2025_a_2035_2036_pct,tasa_media_anual_pct,tendencia_general,observaciones
801251,09DPR1476G,,,,ERNESTO ALCONEDO,Primaria,Gustavo A. Madero,-99.08222,19.455797,197,244,244,911,Primaria,0.0030041861610440776,-2.4799,OK,0900500012269,005,2269,291,221,-2.4055,-2.4648,-2.5271,-2.5926,-2.2814,-2.7237,-2.4,-2.459,-2.521,-2.5862,-2.2124,-70.0,-24.055,-2.4704,Disminución,Diferencia entre SIIEWeb (197) y Estadística 911 (244); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801252,09DST0031T,,,,ESCUELA SECUNDARIA TÉCNICA 31,Secundaria,Gustavo A. Madero,-99.146534,19.4909373,790,822,822,911,Secundaria,0.015082015338886647,-1.8477,OK,0900500011063,005,1063,956,778,-1.8828,-1.8124,-1.8458,-1.8805,-1.8038,-1.9518,-1.7564,-1.907,-1.8226,-1.8564,-1.8916,-178.0,-18.6192,-1.8556,Disminución,Diferencia entre SIIEWeb (790) y Estadística 911 (822); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801253,09DST0032S,09DST0032S,,,ESCUELA SECUNDARIA TÉCNICA 32,Secundaria,Gustavo A. Madero,-99.129807,19.501367,1384,1383,1384,SIIEWEB,Secundaria,0.0253935635389527,-1.8477,OK,0900500010722,005,0722,1609,1311,-1.8645,-1.8366,-1.8065,-1.9054,-1.8084,-1.8417,-1.8763,-1.8414,-1.8759,-1.8382,-1.7978,-298.0,-18.5208,-1.8448,Disminución,Diferencia entre SIIEWeb (1384) y Estadística 911 (1383); se utilizó SIIEWEB. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801254,09DST0035P,09DST0035P,,,ESCUELA SECUNDARIA TÉCNICA 35,Secundaria,Gustavo A. Madero,-99.134022,19.479123,944,938,944,SIIEWEB,Secundaria,0.01732046530402554,-1.8477,OK,0900500011400,005,1400,1097,894,-1.8232,-1.857,-1.7975,-1.8304,-1.8646,-1.9,-1.8349,-1.8692,-1.7989,-1.8319,-1.8661,-203.0,-18.505,-1.8431,Disminución,Diferencia entre SIIEWeb (944) y Estadística 911 (938); se utilizó SIIEWEB. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801255,09DST0041Z,09DST0041Z,,,ESCUELA SECUNDARIA TÉCNICA 41,Secundaria,Gustavo A. Madero,-99.086517,19.452653,891,923,923,911,Secundaria,0.016935158342813107,-1.8477,OK,0900500012324,005,2324,1073,874,-1.8639,-1.8044,-1.8375,-1.8719,-1.8072,-1.9427,-1.7727,-1.9108,-1.8398,-1.7641,-1.908,-199.0,-18.5461,-1.8476,Disminución,Diferencia entre SIIEWeb (891) y Estadística 911 (923); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801256,09DST0047U,09DST0047U,,,ESCUELA SECUNDARIA TÉCNICA 47,Secundaria,Gustavo A. Madero,-99.135678,19.474281,927,970,970,911,Secundaria,0.0177975120179076,-1.8477,OK,0900500011400,005,1400,1128,919,-1.8617,-1.897,-1.8416,-1.7824,-1.9102,-1.85,-1.7857,-1.9192,-1.8538,-1.7838,-1.8162,-209.0,-18.5284,-1.8456,Disminución,Diferencia entre SIIEWeb (927) y Estadística 911 (970); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801257,09DST0050H,,,,ESCUELA SECUNDARIA TÉCNICA 50,Secundaria,Gustavo A. Madero,-99.149353,19.519567,362,355,362,SIIEWEB,Secundaria,0.006641958093280981,-1.8477,OK,0900500013303,005,3303,421,343,-1.9002,-1.937,-1.7284,-1.7588,-2.046,-1.8277,-1.8617,-1.626,-1.9284,-1.9663,-1.7192,-78.0,-18.5273,-1.8455,Disminución,Diferencia entre SIIEWeb (362) y Estadística 911 (355); se utilizó SIIEWEB. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801258,09DST0065J,,,,ESCUELA SECUNDARIA TÉCNICA 65,Secundaria,Gustavo A. Madero,-99.148025,19.483614,566,585,585,911,Secundaria,0.010733551062346336,-1.8477,OK,0900500011241,005,1241,680,554,-1.7647,-1.9461,-1.8321,-1.8663,-1.7433,-1.9355,-1.8092,-1.8425,-1.8771,-1.913,-1.773,-126.0,-18.5294,-1.8457,Disminución,Diferencia entre SIIEWeb (566) y Estadística 911 (585); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801259,09DST0071U,09DST0071U,,,ESCUELA SECUNDARIA TÉCNICA 71,Secundaria,Gustavo A. Madero,-99.063151,19.466823,724,768,768,911,Secundaria,0.014091226010054678,-1.8477,OK,0900500012042,005,2042,893,727,-1.9037,-1.8265,-1.8605,-1.7773,-1.93,-1.845,-1.7544,-1.9133,-1.8205,-1.8543,-1.8893,-166.0,-18.589,-1.8523,Disminución,Diferencia entre SIIEWeb (724) y Estadística 911 (768); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801260,09DST0076P,09DST0076P,,,ESCUELA SECUNDARIA TÉCNICA 76,Secundaria,Gustavo A. Madero,-99.138601,19.514539,937,910,937,SIIEWEB,Secundaria,0.017192029650288064,-1.8477,OK,0900500012856,005,2856,1089,887,-1.8365,-1.8709,-1.8112,-1.8447,-1.8793,-1.8145,-1.848,-1.8828,-1.8124,-1.8458,-1.8805,-202.0,-18.5491,-1.8479,Disminución,Diferencia entre SIIEWeb (937) y Estadística 911 (910); se utilizó SIIEWEB. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801261,09DST0085X,09DST0085X,,,ESCUELA SECUNDARIA TÉCNICA 85,Secundaria,Gustavo A. Madero,-99.147369,19.530537,1028,1138,1138,911,Secundaria,0.02087996770760706,-1.8477,OK,0900500012790,005,2790,1323,1078,-1.8141,-1.8476,-1.8824,-1.8385,-1.873,-1.8257,-1.8597,-1.8088,-1.8421,-1.8767,-1.8215,-245.0,-18.5185,-1.8445,Disminución,Diferencia entre SIIEWeb (1028) y Estadística 911 (1138); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801262,09DES0184E,09DES4184F,,,EULALIA GUZMÁN,Secundaria,Gustavo A. Madero,-99.14567,19.522327,594,597,597,911,Secundaria,0.010953726468753441,-1.8477,OK,090050001039A,005,039A,694,565,-1.8732,-1.7621,-1.9432,-1.8293,-1.8634,-1.7405,-1.9324,-1.8062,-1.8395,-1.8739,-1.9097,-129.0,-18.5879,-1.8521,Disminución,Diferencia entre SIIEWeb (594) y Estadística 911 (597); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801263,09DPR2195E,,,,FORJADORES DE LA CULTURA,Primaria,Gustavo A. Madero,-99.086976,19.458583,301,362,362,911,Primaria,0.004457030288106378,-2.4799,OK,0900500012254,005,2254,431,327,-2.3202,-2.6128,-2.439,-2.5,-2.3077,-2.6247,-2.4259,-2.4862,-2.5496,-2.3256,-2.6786,-104.0,-24.1299,-2.4792,Disminución,Diferencia entre SIIEWeb (301) y Estadística 911 (362); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801264,09DES0158G,09DES4158H,,,GABINO BARREDA,Secundaria,Gustavo A. Madero,-99.062615,19.449986,564,652,652,911,Secundaria,0.011962863748119335,-1.8477,OK,0900500012432,005,2432,758,617,-1.847,-1.8817,-1.7808,-1.8131,-1.8466,-1.8813,-1.9174,-1.8045,-1.8377,-1.8721,-1.9078,-141.0,-18.6016,-1.8536,Disminución,Diferencia entre SIIEWeb (564) y Estadística 911 (652); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801265,09DES0282F,,,,GILBERTO BORJA NAVARRETE,Secundaria,Gustavo A. Madero,-99.079074,19.504044,143,175,175,911,Secundaria,0.003210891343436938,-1.8477,OK,0900500010703,005,0703,203,166,-1.4778,-2.0,-2.0408,-1.5625,-2.1164,-1.6216,-1.6484,-2.2346,-1.7143,-1.7442,-1.7751,-37.0,-18.2266,-1.8126,Disminución,Diferencia entre SIIEWeb (143) y Estadística 911 (175); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801266,09DPR2164L,,,,GRAL. LAZARO CARDENAS,Primaria,Gustavo A. Madero,-99.14809,19.494894,114,134,134,911,Primaria,0.001649839940901256,-2.4799,OK,0900500010915,005,0915,160,121,-2.5,-2.5641,-2.6316,-2.7027,-2.0833,-2.8369,-2.1898,-2.2388,-3.0534,-2.3622,-2.4194,-39.0,-24.375,-2.5079,Disminución,Diferencia entre SIIEWeb (114) y Estadística 911 (134); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801267,09DPR2196D,09DPR2197C,,,GRAL. PEDRO OGAZÓN,Primaria,Gustavo A. Madero,-99.068689,19.467781,288,340,340,911,Primaria,0.004186161044077813,-2.4799,OK,0900500012004,005,2004,405,307,-2.4691,-2.5316,-2.3377,-2.3936,-2.7248,-2.2409,-2.5788,-2.6471,-2.4169,-2.4768,-2.5397,-98.0,-24.1975,-2.4871,Disminución,Diferencia entre SIIEWeb (288) y Estadística 911 (340); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801268,09DPR1493X,09DPR2174S,,,GRAL. VICENTE GUERRERO,Primaria,Gustavo A. Madero,-99.10494,19.490743,302,334,334,911,Primaria,0.004112287613888205,-2.4799,OK,0900500011148,005,1148,398,302,-2.5126,-2.3196,-2.6385,-2.439,-2.5,-2.5641,-2.3392,-2.3952,-2.454,-2.5157,-2.5806,-96.0,-24.1206,-2.4781,Disminución,Diferencia entre SIIEWeb (302) y Estadística 911 (334); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801269,09DES0141G,,,,GUILLERMO GONZÁLEZ CAMARENA,Secundaria,Gustavo A. Madero,-99.06586,19.467,493,549,549,911,Secundaria,0.010073024843125023,-1.8477,OK,0900500012004,005,2004,638,520,-1.8809,-1.7572,-1.7886,-1.9868,-1.8581,-1.7212,-1.9264,-1.7857,-1.8182,-1.8519,-1.8868,-118.0,-18.4953,-1.842,Disminución,Diferencia entre SIIEWeb (493) y Estadística 911 (549); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801270,09DES0259E,09DES4259F,,,GUSTAVO A. MADERO,Secundaria,Gustavo A. Madero,-99.139933,19.523775,506,590,590,911,Secundaria,0.010825290815015962,-1.8477,OK,0900500010332,005,0332,686,559,-1.895,-1.7831,-1.8154,-1.849,-1.8838,-1.92,-1.7945,-1.8272,-1.8613,-1.8966,-1.7575,-127.0,-18.5131,-1.844,Disminución,Diferencia entre SIIEWeb (506) y Estadística 911 (590); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801271,09DPR1354W,,,,HEROE ANTONIO REYES,Primaria,Gustavo A. Madero,-99.08062,19.47776,280,298,298,911,Primaria,0.003669047032750554,-2.4799,OK,090050001167A,005,167A,355,269,-2.5352,-2.3121,-2.6627,-2.4316,-2.4922,-2.2364,-2.6144,-2.349,-2.7491,-2.4735,-2.5362,-86.0,-24.2254,-2.4903,Disminución,Diferencia entre SIIEWeb (280) y Estadística 911 (298); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801272,09DPR1092B,,,,HEROES DE CERRO PRIETO,Primaria,Gustavo A. Madero,-99.0969,19.45454,157,154,157,SIIEWEB,Primaria,0.001933021423294755,-2.4799,OK,0900500012292,005,2292,187,142,-2.139,-2.7322,-2.2472,-2.8736,-2.3669,-2.4242,-2.4845,-2.5478,-2.6144,-2.0134,-2.7397,-45.0,-24.0642,-2.4715,Disminución,Diferencia entre SIIEWeb (157) y Estadística 911 (154); se utilizó SIIEWEB. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801273,09DPR2752A,,,,HERÓICA VERACRUZ,Primaria,Gustavo A. Madero,-99.089367,19.487659,428,459,459,911,Primaria,0.005651317409505048,-2.4799,OK,0900500011311,005,1311,547,415,-2.3766,-2.6217,-2.5,-2.3669,-2.4242,-2.4845,-2.5478,-2.3965,-2.6786,-2.2936,-2.5822,-132.0,-24.1316,-2.4794,Disminución,Diferencia entre SIIEWeb (428) y Estadística 911 (459); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801274,09DPR3020W,09DPR3191P,,,IGNACIO MARISCAL,Primaria,Gustavo A. Madero,-99.054801,19.456245,666,711,711,911,Primaria,0.008754001477468604,-2.4799,OK,0900500012714,005,2714,847,643,-2.4793,-2.4213,-2.4814,-2.5445,-2.3499,-2.5401,-2.4691,-2.5316,-2.4531,-2.5148,-2.4279,-204.0,-24.085,-2.4739,Disminución,Diferencia entre SIIEWeb (666) y Estadística 911 (711); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801275,09DPR2180C,09DPR2181B,,,JAPÓN,Primaria,Gustavo A. Madero,-99.07214,19.485366,576,615,615,911,Primaria,0.0075720265944348684,-2.4799,OK,0900500011538,005,1538,733,556,-2.4557,-2.5175,-2.439,-2.5,-2.4133,-2.473,-2.5357,-2.439,-2.5,-2.5641,-2.4561,-177.0,-24.1473,-2.4812,Disminución,Diferencia entre SIIEWeb (576) y Estadística 911 (615); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801276,09DPR1351Z,09DPR1353X,,,JERONIMO FIGUEROA,Primaria,Gustavo A. Madero,-99.153114,19.521146,137,158,158,911,Primaria,0.0019453336616596898,-2.4799,OK,0900500010402,005,0402,188,143,-2.1277,-2.7174,-2.2346,-2.8571,-2.3529,-2.4096,-2.4691,-2.5316,-2.5974,-2.0,-2.7211,-45.0,-23.9362,-2.4566,Disminución,Diferencia entre SIIEWeb (137) y Estadística 911 (158); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801277,09DES0247Z,09DES4247A,,,JESÚS SILVA HERZOG,Secundaria,Gustavo A. Madero,-99.069558,19.452705,723,718,723,SIIEWEB,Secundaria,0.013265568236028036,-1.8477,OK,0900500012396,005,2396,841,685,-1.9025,-1.8182,-1.8519,-1.8868,-1.7949,-1.8277,-1.8617,-1.897,-1.7956,-1.8284,-1.8625,-156.0,-18.5493,-1.8479,Disminución,Diferencia entre SIIEWeb (723) y Estadística 911 (718); se utilizó SIIEWEB. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801278,09DPR3056K,,,,JOSÉ LÓPEZ ALAVEZ,Primaria,Gustavo A. Madero,-99.09843,19.509287,362,370,370,911,Primaria,0.004555528195025855,-2.4799,OK,090050001263A,005,263A,441,335,-2.4943,-2.5581,-2.3866,-2.445,-2.5063,-2.5707,-2.3747,-2.4324,-2.4931,-2.5568,-2.3324,-106.0,-24.0363,-2.4682,Disminución,Diferencia entre SIIEWeb (362) y Estadística 911 (370); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801279,09DPR1250A,,,,JOSÉ MARIA VELASCO,Primaria,Gustavo A. Madero,-99.102562,19.481548,313,294,313,SIIEWEB,Primaria,0.0038537306082245754,-2.4799,OK,0900500011631,005,1631,373,283,-2.4129,-2.4725,-2.5352,-2.6012,-2.3739,-2.4316,-2.4922,-2.5559,-2.2951,-2.6846,-2.4138,-90.0,-24.1287,-2.479,Disminución,Diferencia entre SIIEWeb (313) y Estadística 911 (294); se utilizó SIIEWEB. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801280,09DES0265P,,,,JOSÉ PEÓN Y CONTRERAS,Secundaria,Gustavo A. Madero,-99.076219,19.471287,236,244,244,911,Secundaria,0.004476899930277788,-1.8477,OK,0900500011970,005,1970,284,231,-2.1127,-1.7986,-1.8315,-1.8657,-1.9011,-1.5504,-1.9685,-2.008,-1.6393,-2.0833,-1.7021,-53.0,-18.662,-1.8603,Disminución,Diferencia entre SIIEWeb (236) y Estadística 911 (244); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801281,09DES0185D,,,,JOSÉ REVUELTAS,Secundaria,Gustavo A. Madero,-99.074303,19.489815,456,474,474,911,Secundaria,0.00869692855308062,-1.8477,OK,0900500011345,005,1345,551,449,-1.8149,-1.8484,-1.8832,-1.9194,-1.7613,-1.7928,-1.8256,-1.8595,-1.8947,-1.9313,-1.7505,-102.0,-18.5118,-1.8438,Disminución,Diferencia entre SIIEWeb (456) y Estadística 911 (474); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801282,09DPR1431K,,,,JOSÉ VICENTE VILLADA,Primaria,Gustavo A. Madero,-99.069641,19.452957,205,230,230,911,Primaria,0.002831814823934991,-2.4799,OK,0900500012396,005,2396,274,208,-2.5547,-2.2472,-2.682,-2.3622,-2.4194,-2.4793,-2.5424,-2.6087,-2.2321,-2.7397,-2.3474,-66.0,-24.0876,-2.4742,Disminución,Diferencia entre SIIEWeb (205) y Estadística 911 (230); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801283,09DPR2991A,,,,JUAN AMOS COMENIO,Primaria,Gustavo A. Madero,-99.115369,19.497657,354,374,374,911,Primaria,0.0046047771484855945,-2.4799,OK,0900500010987,005,0987,446,338,-2.4664,-2.5287,-2.5943,-2.4213,-2.4814,-2.5445,-2.3499,-2.4064,-2.4658,-2.5281,-2.5937,-108.0,-24.2152,-2.4892,Disminución,Diferencia entre SIIEWeb (354) y Estadística 911 (374); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801284,09DPR0014R,,,,JUAN PABLO GALEANA,Primaria,Gustavo A. Madero,-99.132873,19.57694,397,436,436,911,Primaria,0.0053681359271115486,-2.4799,OK,0900500013318,005,3318,520,394,-2.5,-2.5641,-2.4291,-2.4896,-2.5532,-2.4017,-2.4609,-2.5229,-2.3529,-2.6506,-2.4752,-126.0,-24.2308,-2.491,Disminución,Diferencia entre SIIEWeb (397) y Estadística 911 (436); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801285,09DPR1420E,,,,JUAN RUIZ DE ALARCON,Primaria,Gustavo A. Madero,-99.088513,19.461931,212,208,212,SIIEWEB,Primaria,0.002610194533366166,-2.4799,OK,0900500012150,005,2150,253,192,-2.7668,-2.439,-2.5,-2.1368,-2.6201,-2.6906,-2.3041,-2.3585,-2.4155,-2.4752,-2.5381,-61.0,-24.1107,-2.4769,Disminución,Diferencia entre SIIEWeb (212) y Estadística 911 (208); se utilizó SIIEWEB. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801286,09DES0048A,09DSN0035E,,,JUAN RUIZ DE ALARCÓN Y MENDOZA,Secundaria,Gustavo A. Madero,-99.145269,19.496159,389,374,389,SIIEWEB,Secundaria,0.0071373527576969655,-1.8477,OK,090050001092A,005,092A,452,368,-1.7699,-1.8018,-1.8349,-1.8692,-1.9048,-1.9417,-1.7327,-1.7632,-2.0513,-1.8325,-1.8667,-84.0,-18.5841,-1.8517,Disminución,Diferencia entre SIIEWeb (389) y Estadística 911 (374); se utilizó SIIEWEB. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801287,09DPR4005K,09DPR5030Q,,,JUAN RULFO,Primaria,Gustavo A. Madero,-99.142221,19.533426,496,585,585,911,Primaria,0.0072026594434868255,-2.4799,OK,0900500013197,005,3197,697,529,-2.439,-2.5,-2.4133,-2.473,-2.5357,-2.439,-2.5,-2.5641,-2.4561,-2.518,-2.3985,-168.0,-24.1033,-2.4761,Disminución,Diferencia entre SIIEWeb (496) y Estadística 911 (585); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801288,09DPR1412W,,,,JUANA DE ASBAJE,Primaria,Gustavo A. Madero,-99.109778,19.491299,292,307,307,911,Primaria,0.0037798571780349667,-2.4799,OK,0900500011133,005,1133,366,278,-2.459,-2.521,-2.5862,-2.3599,-2.4169,-2.4768,-2.5397,-2.6059,-2.3411,-2.3973,-2.4561,-88.0,-24.0437,-2.4691,Disminución,Diferencia entre SIIEWeb (292) y Estadística 911 (307); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801289,09DPR1409I,,,,JULIO S. HERNANDEZ,Primaria,Gustavo A. Madero,-99.065923,19.474608,427,415,427,SIIEWEB,Primaria,0.005257325781827136,-2.4799,OK,0900500011932,005,1932,509,386,-2.554,-2.4194,-2.4793,-2.5424,-2.3913,-2.4499,-2.5114,-2.5761,-2.4038,-2.4631,-2.5253,-123.0,-24.165,-2.4833,Disminución,Diferencia entre SIIEWeb (427) y Estadística 911 (415); se utilizó SIIEWEB. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801290,09DPR1404N,,,,LA PRENSA,Primaria,Gustavo A. Madero,-99.129732,19.466448,231,267,267,911,Primaria,0.003287367643437577,-2.4799,OK,0900500011769,005,1769,318,241,-2.5157,-2.2581,-2.6403,-2.3729,-2.4306,-2.4911,-2.5547,-2.6217,-2.3077,-2.3622,-2.8226,-77.0,-24.2138,-2.489,Disminución,Diferencia entre SIIEWeb (231) y Estadística 911 (267); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801291,09DPR1395W,09DPR1400R,,,LA PRENSA PEMEX,Primaria,Gustavo A. Madero,-99.130496,19.466308,212,241,241,911,Primaria,0.0029672494459492735,-2.4799,OK,0900500011769,005,1769,287,218,-2.439,-2.5,-2.5641,-2.2556,-2.6923,-2.3715,-2.4291,-2.4896,-2.5532,-2.6201,-2.2422,-69.0,-24.0418,-2.4689,Disminución,Diferencia entre SIIEWeb (212) y Estadística 911 (241); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801292,09DPR2191I,,,,LEYES DE REFORMA,Primaria,Gustavo A. Madero,-99.069707,19.454785,369,366,369,SIIEWEB,Primaria,0.004543215956660921,-2.4799,OK,0900500012358,005,2358,440,334,-2.5,-2.5641,-2.3923,-2.451,-2.5126,-2.5773,-2.381,-2.439,-2.5,-2.5641,-2.3392,-106.0,-24.0909,-2.4746,Disminución,Diferencia entre SIIEWeb (369) y Estadística 911 (366); se utilizó SIIEWEB. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801293,09DES0283E,09DES4283F,,,LEYES DE REFORMA,Secundaria,Gustavo A. Madero,-99.107924,19.4656,535,578,578,911,Secundaria,0.010605115408608859,-1.8477,OK,0900500011805,005,1805,672,547,-1.7857,-1.9697,-1.8547,-1.7323,-1.9231,-1.7974,-1.8303,-1.8644,-1.8998,-1.7606,-1.9713,-125.0,-18.6012,-1.8536,Disminución,Diferencia entre SIIEWeb (535) y Estadística 911 (578); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801294,09DPR1389L,,,,LIBERTADORES DE MÉXICO,Primaria,Gustavo A. Madero,-99.104868,19.45732,304,307,307,911,Primaria,0.0037798571780349667,-2.4799,OK,0900500012220,005,2220,366,278,-2.459,-2.521,-2.5862,-2.3599,-2.4169,-2.4768,-2.5397,-2.6059,-2.3411,-2.3973,-2.4561,-88.0,-24.0437,-2.4691,Disminución,Diferencia entre SIIEWeb (304) y Estadística 911 (307); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801295,09DES0251M,09DES4251N,,,SECUNDARIA FEDERAL,Secundaria,Gustavo A. Madero,-99.142057,19.53717,1014,1052,1052,911,Secundaria,0.01930204396168948,-1.8477,OK,0900500013182,005,3182,1223,996,-1.8806,-1.8333,-1.7827,-1.9015,-1.8502,-1.7953,-1.9196,-1.7707,-1.8975,-1.8375,-1.8719,-227.0,-18.5609,-1.8492,Disminución,Diferencia entre SIIEWeb (1014) y Estadística 911 (1052); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801296,09DPR1392Z,09DPR1556S,,,LIC. LAURO G. CALOCA,Primaria,Gustavo A. Madero,-99.105758,19.487256,275,284,284,911,Primaria,0.0034966756956414675,-2.4799,OK,0900500011294,005,1294,338,257,-2.3669,-2.4242,-2.4845,-2.5478,-2.2876,-2.6756,-2.4055,-2.4648,-2.5271,-2.5926,-2.2814,-81.0,-23.9645,-2.4599,Disminución,Diferencia entre SIIEWeb (275) y Estadística 911 (284); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801297,09DPR2165K,,,,LORENZO PEDRERO PADILLA,Primaria,Gustavo A. Madero,-99.150013,19.499163,236,234,236,SIIEWEB,Primaria,0.0029056882541246,-2.4799,OK,0900500010900,005,0900,281,213,-2.4911,-2.1898,-2.6119,-2.682,-2.3622,-2.4194,-2.4793,-2.5424,-2.6087,-2.2321,-2.7397,-68.0,-24.1993,-2.4873,Disminución,Diferencia entre SIIEWeb (236) y Estadística 911 (234); se utilizó SIIEWEB. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801298,09DES0176W,,,,ALBERTO BELTRÁN GARCÍA,Secundaria,Gustavo A. Madero,-99.090921,19.487834,480,459,480,SIIEWEB,Secundaria,0.008807016256284174,-1.8477,OK,0900500011311,005,1311,558,455,-1.7921,-1.8248,-1.8587,-1.8939,-1.9305,-1.7717,-1.8036,-1.8367,-1.8711,-1.9068,-1.7279,-103.0,-18.4588,-1.838,Disminución,Diferencia entre SIIEWeb (480) y Estadística 911 (459); se utilizó SIIEWEB. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801299,09DPR1377G,,,,LUIS G. LOZANO,Primaria,Gustavo A. Madero,-99.099416,19.47004,241,240,241,SIIEWEB,Primaria,0.0029672494459492735,-2.4799,OK,0900500011896,005,1896,287,218,-2.439,-2.5,-2.5641,-2.2556,-2.6923,-2.3715,-2.4291,-2.4896,-2.5532,-2.6201,-2.2422,-69.0,-24.0418,-2.4689,Disminución,Diferencia entre SIIEWeb (241) y Estadística 911 (240); se utilizó SIIEWEB. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
801300,09DPR1379E,,,,LUIS MARTÍNEZ MURILLO,Primaria,Gustavo A. Madero,-99.075284,19.47004,249,271,271,911,Primaria,0.003336616596897316,-2.4799,OK,0900500011970,005,1970,323,245,-2.4768,-2.5397,-2.2801,-2.6667,-2.3973,-2.4561,-2.518,-2.583,-2.2727,-2.7132,-2.3904,-78.0,-24.1486,-2.4814,Disminución,Diferencia entre SIIEWeb (249) y Estadística 911 (271); se utilizó 911. Proyección técnica para planeación; no sustituye cifras oficiales de la AEFCM.
